,Airline,Date of Journey,Source,Destination,Route,Dep Time,Arr Time,Duration,Total Stops,Additional Info,Price,Arrival_Time_Hour,Dep_Time_Dummy,Dep_Time_Hour,Arrival_Time_Dummy
5128,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 22 Mar,12:35,1,No info,8098,01:35:00,1900-01-01 13:00:00,13:00:00,1900-01-01 01:35:00
5129,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16:45,1,In-flight meal not included,10262,19:00:00,1900-01-01 02:15:00,02:15:00,1900-01-01 19:00:00
5130,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,18:40,07:40 16 Mar,13:00,1,No info,12284,07:40:00,1900-01-01 18:40:00,18:40:00,1900-01-01 07:40:00
5131,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 04 Jun,28:00,1,In-flight meal not included,10262,19:00:00,1900-01-01 15:00:00,15:00:00,1900-01-01 19:00:00
5132,IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,20:00,22:50,2:50,0,No info,4990,22:50:00,1900-01-01 20:00:00,20:00:00,1900-01-01 22:50:00
5133,Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → NAG → DEL,17:25,10:35 16 Mar,17:10,2,No info,12568,10:35:00,1900-01-01 17:25:00,17:25:00,1900-01-01 10:35:00
5134,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,In-flight meal not included,11841,23:35:00,1900-01-01 14:05:00,14:05:00,1900-01-01 23:35:00
5135,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10:20,1,No info,18371,12:35:00,1900-01-01 02:15:00,02:15:00,1900-01-01 12:35:00
5136,SpiceJet,2019-03-01,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7:55,1,No info,23267,18:15:00,1900-01-01 10:20:00,10:20:00,1900-01-01 18:15:00
5137,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14:00,1,No info,13067,23:35:00,1900-01-01 09:35:00,09:35:00,1900-01-01 23:35:00
5138,IndiGo,2019-06-21,Chennai,Kolkata,MAA → CCU,22:05,00:25 22 Jun,2:20,0,No info,5277,00:25:00,1900-01-01 22:05:00,22:05:00,1900-01-01 00:25:00
5139,Air India,2019-05-27,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 28 May,14:25,2,No info,13879,07:40:00,1900-01-01 17:15:00,17:15:00,1900-01-01 07:40:00
5140,IndiGo,2019-04-09,Kolkata,Banglore,CCU → BLR,17:15,19:50,2:35,0,No info,4174,19:50:00,1900-01-01 17:15:00,17:15:00,1900-01-01 19:50:00
5141,Air India,2019-05-09,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 10 May,23:30,2,No info,10178,19:15:00,1900-01-01 19:45:00,19:45:00,1900-01-01 19:15:00
5142,Jet Airways,2019-06-12,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 13 Jun,16:40,2,No info,13882,04:25:00,1900-01-01 11:45:00,11:45:00,1900-01-01 04:25:00
5143,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,No info,4878,22:15:00,1900-01-01 19:30:00,19:30:00,1900-01-01 22:15:00
5144,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,09:45,12:35,2:50,0,No info,4668,12:35:00,1900-01-01 09:45:00,09:45:00,1900-01-01 12:35:00
5145,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 22 May,26:35,1,In-flight meal not included,10844,22:35:00,1900-01-01 20:00:00,20:00:00,1900-01-01 22:35:00
5146,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12:15,1,No info,7005,21:00:00,1900-01-01 08:45:00,08:45:00,1900-01-01 21:00:00
5147,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10:20,1,In-flight meal not included,12898,12:35:00,1900-01-01 02:15:00,02:15:00,1900-01-01 12:35:00
5148,Air India,2019-06-15,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15:25,1,No info,9929,19:15:00,1900-01-01 03:50:00,03:50:00,1900-01-01 19:15:00
5149,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9:00,1,No info,14714,19:00:00,1900-01-01 10:00:00,10:00:00,1900-01-01 19:00:00
5150,Air India,2019-04-21,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No info,6094,08:00:00,1900-01-01 05:10:00,05:10:00,1900-01-01 08:00:00
5151,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11:20,1,No info,16736,23:00:00,1900-01-01 11:40:00,11:40:00,1900-01-01 23:00:00
5152,Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,No info,7229,14:05:00,1900-01-01 11:10:00,11:10:00,1900-01-01 14:05:00
5153,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7:40,1,No info,8882,12:35:00,1900-01-01 04:55:00,04:55:00,1900-01-01 12:35:00
5154,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11:00,1,No info,10197,19:00:00,1900-01-01 08:00:00,08:00:00,1900-01-01 19:00:00
5155,IndiGo,2019-05-12,Kolkata,Banglore,CCU → BLR,20:20,22:55,2:35,0,No info,4804,22:55:00,1900-01-01 20:20:00,20:20:00,1900-01-01 22:55:00
5156,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,07:30,13:20,5:50,1,No info,13628,13:20:00,1900-01-01 07:30:00,07:30:00,1900-01-01 13:20:00
5157,Vistara,2019-05-27,Delhi,Cochin,DEL → COK,14:40,17:50,3:10,0,No info,6216,17:50:00,1900-01-01 14:40:00,14:40:00,1900-01-01 17:50:00
5158,Air India,2019-05-21,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 22 May,25:35,1,No info,7480,06:50:00,1900-01-01 05:15:00,05:15:00,1900-01-01 06:50:00
5159,Air India,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,10:00,16:15,6:15,1,No info,11936,16:15:00,1900-01-01 10:00:00,10:00:00,1900-01-01 16:15:00
5160,SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,08:20,10:35,2:15,0,No info,3859,10:35:00,1900-01-01 08:20:00,08:20:00,1900-01-01 10:35:00
5161,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 13 May,14:5,1,In-flight meal not included,8586,10:05:00,1900-01-01 20:00:00,20:00:00,1900-01-01 10:05:00
5162,Vistara,2019-03-01,Banglore,New Delhi,BLR → DEL,21:10,00:05 02 Mar,2:55,0,No info,21730,00:05:00,1900-01-01 21:10:00,21:10:00,1900-01-01 00:05:00
5163,IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 02 Jun,8:20,1,No info,6628,01:30:00,1900-01-01 17:10:00,17:10:00,1900-01-01 01:30:00
5164,Air India,2019-05-01,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 02 May,19:55,2,No info,10151,07:55:00,1900-01-01 12:00:00,12:00:00,1900-01-01 07:55:00
5165,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 22 May,21:25,1,No info,11467,14:25:00,1900-01-01 17:00:00,17:00:00,1900-01-01 14:25:00
5166,IndiGo,2019-06-15,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4:55,1,No info,7010,10:05:00,1900-01-01 05:10:00,05:10:00,1900-01-01 10:05:00
5167,Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,17:45,20:45,3:00,0,No info,7229,20:45:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:45:00
5168,IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,13:10,16:10,3:00,0,No info,8033,16:10:00,1900-01-01 13:10:00,13:10:00,1900-01-01 16:10:00
5169,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,No info,7229,14:05:00,1900-01-01 11:10:00,11:10:00,1900-01-01 14:05:00
5170,IndiGo,2019-06-09,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 10 Jun,5:15,1,No info,6911,02:15:00,1900-01-01 21:00:00,21:00:00,1900-01-01 02:15:00
5171,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,19:00 28 Jun,23:00,2,No info,14300,19:00:00,1900-01-01 20:00:00,20:00:00,1900-01-01 19:00:00
5172,Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 10 Jun,18:20,2,No info,13033,01:20:00,1900-01-01 07:00:00,07:00:00,1900-01-01 01:20:00
5173,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,04:00,06:50,2:50,0,No info,3943,06:50:00,1900-01-01 04:00:00,04:00:00,1900-01-01 06:50:00
5174,SpiceJet,2019-03-09,Banglore,New Delhi,BLR → DEL,09:35,12:30,2:55,0,No info,6205,12:30:00,1900-01-01 09:35:00,09:35:00,1900-01-01 12:30:00
5175,IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9:30,1,No info,14871,21:00:00,1900-01-01 11:30:00,11:30:00,1900-01-01 21:00:00
5176,Jet Airways,2019-05-18,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,No info,5678,04:20:00,1900-01-01 02:55:00,02:55:00,1900-01-01 04:20:00
5177,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7:45,1,No info,16108,19:15:00,1900-01-01 11:30:00,11:30:00,1900-01-01 19:15:00
5178,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,20:35,09:30 07 Mar,12:55,1,No info,17261,09:30:00,1900-01-01 20:35:00,20:35:00,1900-01-01 09:30:00
5179,SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,05:55,08:35,2:40,0,No info,3311,08:35:00,1900-01-01 05:55:00,05:55:00,1900-01-01 08:35:00
5180,IndiGo,2019-04-12,Kolkata,Banglore,CCU → BLR,11:30,14:05,2:35,0,No info,4174,14:05:00,1900-01-01 11:30:00,11:30:00,1900-01-01 14:05:00
5181,IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,16:55,19:45,2:50,0,No info,4823,19:45:00,1900-01-01 16:55:00,16:55:00,1900-01-01 19:45:00
5182,Air India,2019-03-09,Banglore,New Delhi,BLR → COK → DEL,22:00,13:20 13 Mar,15:20,1,No info,8425,13:20:00,1900-01-01 22:00:00,22:00:00,1900-01-01 13:20:00
5183,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,No info,7229,14:05:00,1900-01-01 11:10:00,11:10:00,1900-01-01 14:05:00
5184,GoAir,2019-06-09,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9:00,1,No info,5281,19:35:00,1900-01-01 10:35:00,10:35:00,1900-01-01 19:35:00
5185,Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 10 Mar,20:25,1,No info,17549,04:25:00,1900-01-01 08:00:00,08:00:00,1900-01-01 04:25:00
5186,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13:00,1,No info,13797,21:00:00,1900-01-01 08:00:00,08:00:00,1900-01-01 21:00:00
5187,IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,08:30,11:20,2:50,0,No info,4823,11:20:00,1900-01-01 08:30:00,08:30:00,1900-01-01 11:20:00
5188,Air India,2019-06-03,Delhi,Cochin,DEL → BLR → COK,17:40,09:35 04 Jun,15:55,1,No info,7258,09:35:00,1900-01-01 17:40:00,17:40:00,1900-01-01 09:35:00
5189,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,12:50,01:35 04 Mar,12:45,1,No info,18192,01:35:00,1900-01-01 12:50:00,12:50:00,1900-01-01 01:35:00
5190,Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 02 May,19:25,2,No info,13899,05:25:00,1900-01-01 10:00:00,10:00:00,1900-01-01 05:25:00
5191,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6:40,1,In-flight meal not included,10844,20:45:00,1900-01-01 14:05:00,14:05:00,1900-01-01 20:45:00
5192,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 13 May,24:10,1,No info,14151,09:45:00,1900-01-01 09:35:00,09:35:00,1900-01-01 09:45:00
5193,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,15:15,01:35 07 Mar,10:20,1,No info,15147,01:35:00,1900-01-01 15:15:00,15:15:00,1900-01-01 01:35:00
5194,GoAir,2019-06-15,Banglore,Delhi,BLR → DEL,07:45,10:40,2:55,0,No info,3898,10:40:00,1900-01-01 07:45:00,07:45:00,1900-01-01 10:40:00
5195,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11:5,1,No info,6818,16:10:00,1900-01-01 05:05:00,05:05:00,1900-01-01 16:10:00
5196,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 16 May,19:30,1,No info,14781,12:00:00,1900-01-01 16:30:00,16:30:00,1900-01-01 12:00:00
5197,Air Asia,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8:20,2,No info,5192,23:30:00,1900-01-01 15:10:00,15:10:00,1900-01-01 23:30:00
5198,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7:5,2,No info,14441,12:35:00,1900-01-01 05:30:00,05:30:00,1900-01-01 12:35:00
5199,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 25 May,24:40,1,No info,14151,21:05:00,1900-01-01 20:25:00,20:25:00,1900-01-01 21:05:00
5200,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3:40,1,No info,4226,23:15:00,1900-01-01 19:35:00,19:35:00,1900-01-01 23:15:00
5201,Air India,2019-05-27,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 28 May,23:00,2,No info,13381,19:15:00,1900-01-01 20:15:00,20:15:00,1900-01-01 19:15:00
5202,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14:5,1,No info,10678,19:00:00,1900-01-01 04:55:00,04:55:00,1900-01-01 19:00:00
5203,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7:20,1,No info,12242,18:50:00,1900-01-01 11:30:00,11:30:00,1900-01-01 18:50:00
5204,Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,In-flight meal not included,4995,04:20:00,1900-01-01 02:55:00,02:55:00,1900-01-01 04:20:00
5205,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 02 Jun,7:30,1,In-flight meal not included,10262,04:25:00,1900-01-01 20:55:00,20:55:00,1900-01-01 04:25:00
5206,SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 Apr,2:20,0,No check-in baggage included,3841,00:40:00,1900-01-01 22:20:00,22:20:00,1900-01-01 00:40:00
5207,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 10 May,16:00,1,In-flight meal not included,9663,12:00:00,1900-01-01 20:00:00,20:00:00,1900-01-01 12:00:00
5208,IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,11:30,14:05,2:35,0,No info,5224,14:05:00,1900-01-01 11:30:00,11:30:00,1900-01-01 14:05:00
5209,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12:10,1,No info,14533,19:15:00,1900-01-01 07:05:00,07:05:00,1900-01-01 19:15:00
5210,SpiceJet,2019-05-24,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 25 May,1:30,0,No info,2017,00:15:00,1900-01-01 22:45:00,22:45:00,1900-01-01 00:15:00
5211,Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,In-flight meal not included,5769,22:00:00,1900-01-01 18:55:00,18:55:00,1900-01-01 22:00:00
5212,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8:5,1,No info,11622,18:50:00,1900-01-01 10:45:00,10:45:00,1900-01-01 18:50:00
5213,IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,18:55,21:50,2:55,0,No info,4823,21:50:00,1900-01-01 18:55:00,18:55:00,1900-01-01 21:50:00
5214,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,14:05,11:25 19 Mar,21:20,1,In-flight meal not included,7832,11:25:00,1900-01-01 14:05:00,14:05:00,1900-01-01 11:25:00
5215,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11:45,1,No info,9001,19:15:00,1900-01-01 07:30:00,07:30:00,1900-01-01 19:15:00
5216,IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1:30,0,No info,2754,13:30:00,1900-01-01 12:00:00,12:00:00,1900-01-01 13:30:00
5217,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,07:10,10:10,3:00,0,No info,7229,10:10:00,1900-01-01 07:10:00,07:10:00,1900-01-01 10:10:00
5218,IndiGo,2019-03-09,Delhi,Cochin,DEL → TRV → COK,21:05,01:45 10 Mar,4:40,1,No info,6937,01:45:00,1900-01-01 21:05:00,21:05:00,1900-01-01 01:45:00
5219,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 07 Jun,15:20,2,No info,13033,01:20:00,1900-01-01 10:00:00,10:00:00,1900-01-01 01:20:00
5220,SpiceJet,2019-05-03,Banglore,Delhi,BLR → DEL,05:55,08:35,2:40,0,No info,3625,08:35:00,1900-01-01 05:55:00,05:55:00,1900-01-01 08:35:00
5221,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 28 Jun,21:35,2,No info,13292,19:00:00,1900-01-01 21:25:00,21:25:00,1900-01-01 19:00:00
5222,Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:15 13 Mar,25:25,2,No info,12778,10:15:00,1900-01-01 08:50:00,08:50:00,1900-01-01 10:15:00
5223,SpiceJet,2019-06-01,Kolkata,Banglore,CCU → BLR,14:55,17:25,2:30,0,No check-in baggage included,3841,17:25:00,1900-01-01 14:55:00,14:55:00,1900-01-01 17:25:00
5224,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1:25,0,No info,2227,22:45:00,1900-01-01 21:20:00,21:20:00,1900-01-01 22:45:00
5225,SpiceJet,2019-05-09,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8:40,1,No info,6171,17:15:00,1900-01-01 08:35:00,08:35:00,1900-01-01 17:15:00
5226,Air India,2019-05-12,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 13 May,19:55,2,No info,10676,07:55:00,1900-01-01 12:00:00,12:00:00,1900-01-01 07:55:00
5227,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 25 Jun,17:5,2,No info,13014,12:35:00,1900-01-01 19:30:00,19:30:00,1900-01-01 12:35:00
5228,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1:30,0,No info,2754,04:00:00,1900-01-01 02:30:00,02:30:00,1900-01-01 04:00:00
5229,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 28 Mar,14:25,2,No info,8367,07:40:00,1900-01-01 17:15:00,17:15:00,1900-01-01 07:40:00
5230,Jet Airways,2019-04-03,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 04 Apr,26:10,1,In-flight meal not included,5177,04:25:00,1900-01-01 02:15:00,02:15:00,1900-01-01 04:25:00
5231,SpiceJet,2019-04-18,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,No info,4174,19:40:00,1900-01-01 17:10:00,17:10:00,1900-01-01 19:40:00
5232,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10:15,1,No info,9794,19:00:00,1900-01-01 08:45:00,08:45:00,1900-01-01 19:00:00
5233,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6:25,1,No info,10486,16:10:00,1900-01-01 09:45:00,09:45:00,1900-01-01 16:10:00
5234,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11:15,1,No info,15058,19:15:00,1900-01-01 08:00:00,08:00:00,1900-01-01 19:15:00
5235,IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,22:15,00:50 28 Apr,2:35,0,No info,4804,00:50:00,1900-01-01 22:15:00,22:15:00,1900-01-01 00:50:00
5236,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,16:00,19:45 07 Mar,27:45,1,No info,17024,19:45:00,1900-01-01 16:00:00,16:00:00,1900-01-01 19:45:00
5237,GoAir,2019-05-12,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 13 May,7:35,1,No info,8855,00:15:00,1900-01-01 16:40:00,16:40:00,1900-01-01 00:15:00
5238,Air India,2019-06-09,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 10 Jun,10:40,1,No info,8372,07:40:00,1900-01-01 21:00:00,21:00:00,1900-01-01 07:40:00
5239,Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,In-flight meal not included,4050,04:20:00,1900-01-01 02:55:00,02:55:00,1900-01-01 04:20:00
5240,Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,No info,7229,14:05:00,1900-01-01 11:10:00,11:10:00,1900-01-01 14:05:00
5241,SpiceJet,2019-03-18,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1:20,0,No check-in baggage included,2385,07:05:00,1900-01-01 05:45:00,05:45:00,1900-01-01 07:05:00
5242,GoAir,2019-06-24,Banglore,Delhi,BLR → DEL,11:40,14:30,2:50,0,No info,3898,14:30:00,1900-01-01 11:40:00,11:40:00,1900-01-01 14:30:00
5243,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,01:30,04:15,2:45,0,No info,6860,04:15:00,1900-01-01 01:30:00,01:30:00,1900-01-01 04:15:00
5244,SpiceJet,2019-05-27,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5:15,1,No info,6749,11:20:00,1900-01-01 06:05:00,06:05:00,1900-01-01 11:20:00
5245,Air India,2019-05-21,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,23:15,8:45,2,No info,15107,23:15:00,1900-01-01 14:30:00,14:30:00,1900-01-01 23:15:00
5246,Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 16 Jun,18:45,2,In-flight meal not included,10368,04:25:00,1900-01-01 09:40:00,09:40:00,1900-01-01 04:25:00
5247,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14:20,1,In-flight meal not included,7832,21:20:00,1900-01-01 07:00:00,07:00:00,1900-01-01 21:20:00
5248,SpiceJet,2019-05-27,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,No check-in baggage included,2385,14:45:00,1900-01-01 13:15:00,13:15:00,1900-01-01 14:45:00
5249,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,14:25,16:55,2:30,0,No info,4804,16:55:00,1900-01-01 14:25:00,14:25:00,1900-01-01 16:55:00
5250,Air India,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 22 Mar,26:35,2,No info,8236,19:15:00,1900-01-01 16:40:00,16:40:00,1900-01-01 19:15:00
5251,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9:30,1,No info,6416,21:00:00,1900-01-01 11:30:00,11:30:00,1900-01-01 21:00:00
5252,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7:30,1,In-flight meal not included,10262,19:00:00,1900-01-01 11:30:00,11:30:00,1900-01-01 19:00:00
5253,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 10 Jun,20:10,1,No info,14714,19:00:00,1900-01-01 22:50:00,22:50:00,1900-01-01 19:00:00
5254,SpiceJet,2019-04-01,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5:30,1,No info,7646,21:25:00,1900-01-01 15:55:00,15:55:00,1900-01-01 21:25:00
5255,Air India,2019-06-01,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 02 Jun,12:45,1,No info,7480,09:25:00,1900-01-01 20:40:00,20:40:00,1900-01-01 09:25:00
5256,Vistara,2019-05-27,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No info,11982,20:05:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:05:00
5257,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8:40,1,No info,8309,19:15:00,1900-01-01 10:35:00,10:35:00,1900-01-01 19:15:00
5258,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7:5,2,In-flight meal not included,13344,12:35:00,1900-01-01 05:30:00,05:30:00,1900-01-01 12:35:00
5259,Air India,2019-04-01,Kolkata,Banglore,CCU → HYD → BLR,19:00,09:50 02 Apr,14:50,1,No info,4227,09:50:00,1900-01-01 19:00:00,19:00:00,1900-01-01 09:50:00
5260,Air India,2019-03-21,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 22 Mar,19:40,2,No info,9706,07:40:00,1900-01-01 12:00:00,12:00:00,1900-01-01 07:40:00
5261,SpiceJet,2019-05-06,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,No info,2017,14:45:00,1900-01-01 13:15:00,13:15:00,1900-01-01 14:45:00
5262,IndiGo,2019-06-12,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13:55,1,No info,6442,22:30:00,1900-01-01 08:35:00,08:35:00,1900-01-01 22:30:00
5263,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,No info,8016,22:00:00,1900-01-01 18:55:00,18:55:00,1900-01-01 22:00:00
5264,IndiGo,2019-04-01,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5:20,1,No info,5298,12:10:00,1900-01-01 06:50:00,06:50:00,1900-01-01 12:10:00
5265,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,No info,4878,19:35:00,1900-01-01 17:00:00,17:00:00,1900-01-01 19:35:00
5266,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 25 Jun,14:25,1,In-flight meal not included,10262,04:25:00,1900-01-01 14:00:00,14:00:00,1900-01-01 04:25:00
5267,IndiGo,2019-05-12,Kolkata,Banglore,CCU → HYD → BLR,04:50,09:50,5:00,1,No info,4176,09:50:00,1900-01-01 04:50:00,04:50:00,1900-01-01 09:50:00
